country,countryLabel,capital,capitalLabel,demonym
http://www.wikidata.org/entity/Q1016,Libya,http://www.wikidata.org/entity/Q3579,Tripoli,Libyan
http://www.wikidata.org/entity/Q347,Liechtenstein,http://www.wikidata.org/entity/Q1844,Vaduz,Liechtensteiner
http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q216,Vilnius,Lithuanian
http://www.wikidata.org/entity/Q32,Luxembourg,http://www.wikidata.org/entity/Q1842,Luxembourg,Luxembourgish
http://www.wikidata.org/entity/Q32,Luxembourg,http://www.wikidata.org/entity/Q1842,Luxembourg,Luxembourger
http://www.wikidata.org/entity/Q32,Luxembourg,http://www.wikidata.org/entity/Q1842,Luxembourg,Luxembourgian
http://www.wikidata.org/entity/Q1019,Madagascar,http://www.wikidata.org/entity/Q3915,Antananarivo,Malagasy
http://www.wikidata.org/entity/Q1020,Malawi,http://www.wikidata.org/entity/Q3876,Lilongwe,Malawian
http://www.wikidata.org/entity/Q833,Malaysia,http://www.wikidata.org/entity/Q1865,Kuala Lumpur,Malaysian
http://www.wikidata.org/entity/Q826,Maldives,http://www.wikidata.org/entity/Q9347,Malé,Maldivian
http://www.wikidata.org/entity/Q912,Mali,http://www.wikidata.org/entity/Q3703,Bamako,Malian
http://www.wikidata.org/entity/Q233,Malta,http://www.wikidata.org/entity/Q23800,Valletta,Maltese
http://www.wikidata.org/entity/Q709,Marshall Islands,http://www.wikidata.org/entity/Q12919,Majuro,Marshallese
http://www.wikidata.org/entity/Q1025,Mauritania,http://www.wikidata.org/entity/Q3688,Nouakchott,Mauritanian
http://www.wikidata.org/entity/Q1027,Mauritius,http://www.wikidata.org/entity/Q3929,Port Louis,Mauritian
http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q1489,Mexico City,Mexican
http://www.wikidata.org/entity/Q217,Moldova,http://www.wikidata.org/entity/Q21197,Chișinău,Moldavian
http://www.wikidata.org/entity/Q217,Moldova,http://www.wikidata.org/entity/Q21197,Chișinău,Moldovan
http://www.wikidata.org/entity/Q235,Monaco,http://www.wikidata.org/entity/Q55115,Monaco City,Monegasque
http://www.wikidata.org/entity/Q235,Monaco,http://www.wikidata.org/entity/Q55115,Monaco City,Monacan
http://www.wikidata.org/entity/Q235,Monaco,http://www.wikidata.org/entity/Q55115,Monaco City,Monégasque
http://www.wikidata.org/entity/Q711,Mongolia,http://www.wikidata.org/entity/Q23430,Ulaanbaatar,Mongolian
http://www.wikidata.org/entity/Q711,Mongolia,http://www.wikidata.org/entity/Q23430,Ulaanbaatar,Mongol
http://www.wikidata.org/entity/Q236,Montenegro,http://www.wikidata.org/entity/Q23564,Podgorica,Montenegrin
http://www.wikidata.org/entity/Q1028,Morocco,http://www.wikidata.org/entity/Q3551,Rabat,Moroccan
http://www.wikidata.org/entity/Q1029,Mozambique,http://www.wikidata.org/entity/Q3889,Maputo,Mozambican
http://www.wikidata.org/entity/Q836,Myanmar,http://www.wikidata.org/entity/Q37400,Naypyidaw,Burmese
http://www.wikidata.org/entity/Q836,Myanmar,http://www.wikidata.org/entity/Q37400,Naypyidaw,Myanma
http://www.wikidata.org/entity/Q1030,Namibia,http://www.wikidata.org/entity/Q3935,Windhoek,Namibian
http://www.wikidata.org/entity/Q697,Nauru,http://www.wikidata.org/entity/Q31026,Yaren District,Nauruan
http://www.wikidata.org/entity/Q837,Nepal,http://www.wikidata.org/entity/Q3037,Kathmandu,Nepali
http://www.wikidata.org/entity/Q837,Nepal,http://www.wikidata.org/entity/Q3037,Kathmandu,Nepalese
http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q23661,Wellington,New Zealand
http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q23661,Wellington,New Zealander
http://www.wikidata.org/entity/Q811,Nicaragua,http://www.wikidata.org/entity/Q3274,Managua,Nicaraguan
http://www.wikidata.org/entity/Q1032,Niger,http://www.wikidata.org/entity/Q3674,Niamey,Nigerien
http://www.wikidata.org/entity/Q1033,Nigeria,http://www.wikidata.org/entity/Q3787,Abuja,Nigerian
http://www.wikidata.org/entity/Q423,North Korea,http://www.wikidata.org/entity/Q18808,Pyongyang,North Korean
http://www.wikidata.org/entity/Q221,North Macedonia,http://www.wikidata.org/entity/Q384,Skopje,Macedonian
http://www.wikidata.org/entity/Q20,Norway,http://www.wikidata.org/entity/Q585,Oslo,Norwegian
http://www.wikidata.org/entity/Q842,Oman,http://www.wikidata.org/entity/Q3826,Muscat,Omani
http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q1362,Islamabad,Pakistani
http://www.wikidata.org/entity/Q695,Palau,http://www.wikidata.org/entity/Q515229,Ngerulmud,Palauan
http://www.wikidata.org/entity/Q804,Panama,http://www.wikidata.org/entity/Q3306,Panama City,Panamanian
http://www.wikidata.org/entity/Q691,Papua New Guinea,http://www.wikidata.org/entity/Q36526,Port Moresby,Papua New Guinean
http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q2933,Asunción,Paraguayan
http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q956,Beijing,Chinese
http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q2868,Lima,Peruvian
http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q1461,Manila,Filipino
http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q1461,Manila,Philippine
http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q1461,Manila,Filipina
http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,Polish
http://www.wikidata.org/entity/Q45,Portugal,http://www.wikidata.org/entity/Q597,Lisbon,Portuguese
http://www.wikidata.org/entity/Q846,Qatar,http://www.wikidata.org/entity/Q3861,Doha,Qatari
http://www.wikidata.org/entity/Q971,Republic of the Congo,http://www.wikidata.org/entity/Q3844,Brazzaville,Congolese
http://www.wikidata.org/entity/Q218,Romania,http://www.wikidata.org/entity/Q19660,Bucharest,Romanian
http://www.wikidata.org/entity/Q159,Russia,http://www.wikidata.org/entity/Q649,Moscow,Russian
http://www.wikidata.org/entity/Q1037,Rwanda,http://www.wikidata.org/entity/Q3859,Kigali,Rwandan
http://www.wikidata.org/entity/Q1037,Rwanda,http://www.wikidata.org/entity/Q3859,Kigali,Rwandese
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,http://www.wikidata.org/entity/Q41295,Basseterre,Kittitian
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,http://www.wikidata.org/entity/Q41295,Basseterre,Nevisian
http://www.wikidata.org/entity/Q760,Saint Lucia,http://www.wikidata.org/entity/Q41699,Castries,Saint Lucian
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q41474,Kingstown,Vincy
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q41474,Kingstown,Vincentian
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q41474,Kingstown,Saint Vincentians
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q41474,Kingstown,Vincentians
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q41474,Kingstown,Saint Vincentian
http://www.wikidata.org/entity/Q683,Samoa,http://www.wikidata.org/entity/Q36260,Apia,Samoan
http://www.wikidata.org/entity/Q238,San Marino,http://www.wikidata.org/entity/Q1848,San Marino,Sammarinese
http://www.wikidata.org/entity/Q851,Saudi Arabia,http://www.wikidata.org/entity/Q3692,Riyadh,Saudi Arabian
http://www.wikidata.org/entity/Q851,Saudi Arabia,http://www.wikidata.org/entity/Q3692,Riyadh,Saudi
http://www.wikidata.org/entity/Q1041,Senegal,http://www.wikidata.org/entity/Q3718,Dakar,Senegalese
http://www.wikidata.org/entity/Q403,Serbia,http://www.wikidata.org/entity/Q3711,Belgrade,Serbian
http://www.wikidata.org/entity/Q1042,Seychelles,http://www.wikidata.org/entity/Q3940,Victoria,Seychellois
http://www.wikidata.org/entity/Q1042,Seychelles,http://www.wikidata.org/entity/Q3940,Victoria,Seychelloise
http://www.wikidata.org/entity/Q1044,Sierra Leone,http://www.wikidata.org/entity/Q3780,Freetown,Sierra Leonean
http://www.wikidata.org/entity/Q334,Singapore,http://www.wikidata.org/entity/Q334,Singapore,Singaporean
http://www.wikidata.org/entity/Q214,Slovakia,http://www.wikidata.org/entity/Q1780,Bratislava,Slovak
http://www.wikidata.org/entity/Q215,Slovenia,http://www.wikidata.org/entity/Q437,Ljubljana,Slovenian
http://www.wikidata.org/entity/Q215,Slovenia,http://www.wikidata.org/entity/Q437,Ljubljana,Slovene
http://www.wikidata.org/entity/Q685,Solomon Islands,http://www.wikidata.org/entity/Q40921,Honiara,Solomon Islands
http://www.wikidata.org/entity/Q685,Solomon Islands,http://www.wikidata.org/entity/Q40921,Honiara,Solomon Islander
http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q2449,Mogadishu,Somali
http://www.wikidata.org/entity/Q1045,Somalia,http://www.wikidata.org/entity/Q2449,Mogadishu,Somalian
http://www.wikidata.org/entity/Q258,South Africa,http://www.wikidata.org/entity/Q3926,Pretoria,South African
http://www.wikidata.org/entity/Q258,South Africa,http://www.wikidata.org/entity/Q5465,Cape Town,South African
http://www.wikidata.org/entity/Q258,South Africa,http://www.wikidata.org/entity/Q37701,Bloemfontein,South African
http://www.wikidata.org/entity/Q884,South Korea,http://www.wikidata.org/entity/Q8684,Seoul,South Korean
http://www.wikidata.org/entity/Q958,South Sudan,http://www.wikidata.org/entity/Q1947,Juba,South Sudanese
http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q2807,Madrid,Spanish
http://www.wikidata.org/entity/Q854,Sri Lanka,http://www.wikidata.org/entity/Q35381,Colombo,Sri Lankan
http://www.wikidata.org/entity/Q854,Sri Lanka,http://www.wikidata.org/entity/Q41963,Sri Jayawardenepura Kotte,Sri Lankan
http://www.wikidata.org/entity/Q1049,Sudan,http://www.wikidata.org/entity/Q1963,Khartoum,Sudanese
http://www.wikidata.org/entity/Q730,Suriname,http://www.wikidata.org/entity/Q3001,Paramaribo,Surinamese
http://www.wikidata.org/entity/Q34,Sweden,http://www.wikidata.org/entity/Q1754,Stockholm,Swedish
http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q70,Bern,Swiss
http://www.wikidata.org/entity/Q858,Syria,http://www.wikidata.org/entity/Q3766,Damascus,Syrian
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,http://www.wikidata.org/entity/Q3932,São Tomé,Santomean
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,http://www.wikidata.org/entity/Q3932,São Tomé,São Toméan
http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q1867,Taipei,Taiwan
http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q1867,Taipei,Taiwanese
http://www.wikidata.org/entity/Q863,Tajikistan,http://www.wikidata.org/entity/Q9365,Dushanbe,Tajikistani
http://www.wikidata.org/entity/Q924,Tanzania,http://www.wikidata.org/entity/Q3866,Dodoma,Tanzanian
http://www.wikidata.org/entity/Q869,Thailand,http://www.wikidata.org/entity/Q1861,Bangkok,Thai
http://www.wikidata.org/entity/Q778,The Bahamas,http://www.wikidata.org/entity/Q2467,Nassau,Bahamian
http://www.wikidata.org/entity/Q1005,The Gambia,http://www.wikidata.org/entity/Q3726,Banjul,Gambian
http://www.wikidata.org/entity/Q945,Togo,http://www.wikidata.org/entity/Q3792,Lomé,Togolese
http://www.wikidata.org/entity/Q678,Tonga,http://www.wikidata.org/entity/Q38834,Nuku'alofa,Tongan
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,http://www.wikidata.org/entity/Q39178,Port of Spain,Trinidadian
http://www.wikidata.org/entity/Q948,Tunisia,http://www.wikidata.org/entity/Q3572,Tunis,Tunisian
http://www.wikidata.org/entity/Q43,Turkey,http://www.wikidata.org/entity/Q3640,Ankara,Turkish
http://www.wikidata.org/entity/Q874,Turkmenistan,http://www.wikidata.org/entity/Q23438,Ashgabat,Turkmen
http://www.wikidata.org/entity/Q672,Tuvalu,http://www.wikidata.org/entity/Q34126,Funafuti,Tuvaluan
http://www.wikidata.org/entity/Q1036,Uganda,http://www.wikidata.org/entity/Q3894,Kampala,Ugandan
http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q1519,Abu Dhabi,Emirati
http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q1519,Abu Dhabi,Emiri
http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q1519,Abu Dhabi,Emirian
http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q84,London,Briton
http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q84,London,British
http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q61,"Washington, D.C.",American
http://www.wikidata.org/entity/Q77,Uruguay,http://www.wikidata.org/entity/Q1335,Montevideo,Uruguayan
http://www.wikidata.org/entity/Q265,Uzbekistan,http://www.wikidata.org/entity/Q269,Tashkent,Uzbekistani
http://www.wikidata.org/entity/Q265,Uzbekistan,http://www.wikidata.org/entity/Q269,Tashkent,Uzbek
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q37806,Port Vila,Ni-Vanuatu
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q37806,Port Vila,Vanuatuan
http://www.wikidata.org/entity/Q237,Vatican City,,,Vatican
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1533,Caracas,Venezuelan
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1533,Caracas,Venezuelans
http://www.wikidata.org/entity/Q881,Vietnam,http://www.wikidata.org/entity/Q1858,Hanoi,Vietnamese
http://www.wikidata.org/entity/Q805,Yemen,http://www.wikidata.org/entity/Q2471,Sanaa,Yemeni
http://www.wikidata.org/entity/Q805,Yemen,http://www.wikidata.org/entity/Q131694,Aden,Yemeni
http://www.wikidata.org/entity/Q953,Zambia,http://www.wikidata.org/entity/Q3881,Lusaka,Zambian
http://www.wikidata.org/entity/Q953,Zambia,http://www.wikidata.org/entity/Q3881,Lusaka,Zambians
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q3921,Harare,Zimbabwean
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q3921,Harare,Zimbabweans
